"id","uri","sigla","nome","apelido","idTipoOrgao","tipoOrgao"
"537400","https://dadosabertos.camara.leg.br/api/v2/orgaos/537400","PLP25105","Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar  nº 251, de 2005, do Sr. Roberto Gouveia, que ""incluem parágrafos no artigo 19 da Lei Complementar nº 101 de 4 de maio de 2000"" (aumenta o gasto com pessoal na área de saúde para até 75% 'setenta e cinco por cento' dos recursos financeiros destinados à saúde), e apensados","PLP 251/05 - DESPESA COM PESSOAL NA ÁREA DA SAÚDE","3","Comissão Especial"
"537401","https://dadosabertos.camara.leg.br/api/v2/orgaos/537401","PEC38709","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 387-A, de 2009, do Sr. Ademir Camilo e outros, que ""dá nova redação ao inciso III, do art. 38 da Constituição Federal"" (autoriza Vice-Prefeito a perceber a vantagem de seu cargo, emprego ou função, sem prejuízo da remuneração de seu cargo eletivo, desde que haja compatibilidade de horário)","PEC 387/09 - VICE-PREFEITO PERCEBER VANTAGEM CARGO","3","Comissão Especial"
"537409","https://dadosabertos.camara.leg.br/api/v2/orgaos/537409","PEC21403","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 214-A, de 2003, do Senado Federal, destinada a  ""acrescentar § 5º ao art. 73 e § 4º ao art. 131, ambos da Constituição Federal, para instituir as consultorias jurídicas do Tribunal de Contas da União, da Câmara dos Deputados e do Senado Federal""","PEC 214/03 - CONSULTORIAS JURÍDICAS P/ CD, SF, TCU","3","Comissão Especial"
"537440","https://dadosabertos.camara.leg.br/api/v2/orgaos/537440","CEHIDRIC","Comissão Especial destinada a estudar e debater os efeitos da Crise Hídrica, bem como propor medidas tendentes a minimizar os impactos da escassez de água no Brasil","CRISE HÍDRICA NO BRASIL","3","Comissão Especial"
"537460","https://dadosabertos.camara.leg.br/api/v2/orgaos/537460","CMO","Comissão Mista de Planos, Orçamentos Públicos e Fiscalização","COMISSÃO MISTA DE ORÇAMENTO","6","Comissão Mista Permanente"
"537461","https://dadosabertos.camara.leg.br/api/v2/orgaos/537461","CMMULHER","Comissão Permanente Mista de Combate à Violência contra a Mulher","COMBATE À VIOLÊNCIA CONTRA A MULHER","6","Comissão Mista Permanente"
"537462","https://dadosabertos.camara.leg.br/api/v2/orgaos/537462","CECONTAS","Comissão Especial destinada a estudar e propor melhorias na sistemática de análise e avaliação das contas públicas e de conferência das transferências constitucionais","CONTAS PÚBLICAS E TRANSFERÊNCIAS CONSTITUCIONAIS","3","Comissão Especial"
"537463","https://dadosabertos.camara.leg.br/api/v2/orgaos/537463","CMMC","Comissão Mista Permanente sobre Mudanças Climáticas - CMMC","COMISSÃO MISTA PERMANENTE SOBRE CLIMAS","6","Comissão Mista Permanente"
"537465","https://dadosabertos.camara.leg.br/api/v2/orgaos/537465","PEC25316","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 253-A, de 2016, do Senado Federal, que ""altera o art. 103 da Constituição Federal para permitir que entidade de representação de Municípios de âmbito nacional possa propor ação direta de inconstitucionalidade e ação declaratória de constitucionalidade"", e apensadas","PEC 253/16 - ENTIDADE MUNICIPAL PROPOR ADIN E ADC","3","Comissão Especial"
"537480","https://dadosabertos.camara.leg.br/api/v2/orgaos/537480","CPD","Comissão de Defesa dos Direitos das Pessoas com Deficiência","DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIÊNCIA","2","Comissão Permanente"
"537482","https://dadosabertos.camara.leg.br/api/v2/orgaos/537482","CEXVENE","Comissão Externa destinada a acompanhar as circunstancias em que ocorreram e os desdobramentos da prisão do prefeito da cidade de Caracas, Antonio Ledezma, pelo Serviço Bolivariano de Inteligência Nacional (Sebin)","PRISÃO DO PREFEITO DE CARACAS / VENEZUELA","5","Comissão Externa"
"537483","https://dadosabertos.camara.leg.br/api/v2/orgaos/537483","PEC18712","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 187-A, de 2012, do Sr. Wellington Fagundes e outros, que ""dá nova redação às alíneas ""a"" e ""b"" do inciso I do art. 96 da Constituição Federal, renomina as suas alíneas subsequentes e acrescenta-lhe um parágrafo único, dispondo sobre a eleição dos órgãos diretivos dos Tribunais de 2º grau""","PEC 187/12 - ELEIÇÃO P/ ÓRGÃOS DIRETIVOS TRIBUNAIS","3","Comissão Especial"
"537489","https://dadosabertos.camara.leg.br/api/v2/orgaos/537489","GTPEMIL","Grupo de Trabalho para avaliar a proposta do novo Código Penal Militar.","GRUPO DE TRABALHO DO CÓDIGO PENAL MILITAR","10","Grupo de Trabalho"
"537494","https://dadosabertos.camara.leg.br/api/v2/orgaos/537494","CEXCAMIN","Comissão Externa destinada a acompanhar a Paralisação Nacional dos Caminhoneiros","PARALISAÇÃO NACIONAL DOS CAMINHONEIROS","5","Comissão Externa"
"537498","https://dadosabertos.camara.leg.br/api/v2/orgaos/537498","SECOM","Secretaria de Comunicação Social","SECRETARIA DE COMUNICAÇÃO SOCIAL","15","COORDENADORIA DA MULHER"
"537499","https://dadosabertos.camara.leg.br/api/v2/orgaos/537499","SRI","Secretaria de Relações Internacionais","SECRETARIA DE RELAÇÕES INTERNACIONAIS","15","COORDENADORIA DA MULHER"
"537500","https://dadosabertos.camara.leg.br/api/v2/orgaos/537500","CEPENSAO","Comissão Especial destinada a estudar e apresentar propostas com relação à fiscalização das Entidades de Previdência Complementar (Fundos de Pensão)","FUNDOS DE PENSÃO","3","Comissão Especial"
"537503","https://dadosabertos.camara.leg.br/api/v2/orgaos/537503","PL082715","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 827, de 2015, do Sr. Dilceu Sperafico, que ""altera a Lei nº 9.456, de 25 de abril de 1997, que institui a Lei de Proteção de Cultivares e dá outras providências""","PL 0827/15 - LEI DE PROTEÇÃO DE CULTIVARES","3","Comissão Especial"
"537507","https://dadosabertos.camara.leg.br/api/v2/orgaos/537507","GTCL","Grupo de Trabalho de Consolidação das Leis","CONSOLIDAÇÃO DA LEGISLAÇÃO BRASILEIRA","10","Grupo de Trabalho"
"537512","https://dadosabertos.camara.leg.br/api/v2/orgaos/537512","SUBDESPO","Subcomissão Especial do Plano Nacional do Desporto.","CESPO-SUBCOMISSÃO ESPECIAL PLANO NACIONAL DESPORTO","25","Subcomissão"
"537513","https://dadosabertos.camara.leg.br/api/v2/orgaos/537513","SUBFUTEB","Subcomissão Permanente do Futebol Brasileiro.","CESPO-SUBCOMISSÃO PERMANENTE FUTEBOL BRASILEIRO","25","Subcomissão"
"537514","https://dadosabertos.camara.leg.br/api/v2/orgaos/537514","SUBOLIMP","Subcomissão Especial para a realização das Olimpíadas e Paralimpíadas de 2016","CESPO-SUB. ESP. OLIMPÍADAS PARALIMPÍADAS 2016","25","Subcomissão"
"537516","https://dadosabertos.camara.leg.br/api/v2/orgaos/537516","PEC47301","Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 473-A, de 2001, do Sr. Antonio Carlos Pannunzio e outros, que ""dá nova redação ao inciso XIV do art. 84 e ao parágrafo único do art. 101 da Constituição Federal"" (alterna entre o Presidente da República e o Congresso Nacional a escolha dos Ministros do Supremo Tribunal Federal), e apensadas","PEC 473/01 - ESCOLHA DE MINISTRO DO STF PELO CN","3","Comissão Especial"
"537517","https://dadosabertos.camara.leg.br/api/v2/orgaos/537517","SUBPOLAG","Subcomissão Permanente da Política Agrícola","CAPADR-SUBCOMISSÃO PERMANENTE POLÍTICA AGRÍCOLA","25","Subcomissão"
"537519","https://dadosabertos.camara.leg.br/api/v2/orgaos/537519","SUBDESUS","Subcomissão Especial do Desenvolvimento Sustentável","CAPADR-SUB ESPECIAL DESENVOLVIMENTO SUSTENTÁVEL","25","Subcomissão"
"537521","https://dadosabertos.camara.leg.br/api/v2/orgaos/537521","SUBCRORG","Subcomissão Permanente para tratar do Combate ao Crime Organizado","CSPCCO-SUB. PERMANENTE COMBATE CRIME ORGANIZADO","25","Subcomissão"
"537524","https://dadosabertos.camara.leg.br/api/v2/orgaos/537524","SUBHABIS","Subcomissão Permanente de Habitação","CDU-SUBCOMISSÃO PERMANENTE HABITAÇÃO","25","Subcomissão"
"537525","https://dadosabertos.camara.leg.br/api/v2/orgaos/537525","PL740614","Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 7.406, de 2014, do Senado Federal, que ""altera o art. 3º da Lei nº 9.472, de 16 de julho de 1997, para assegurar ao usuário o direito de ser informado, antes de a chamada ser completada, sobre a incidência de despesas de interconexão"", e apensados","PL 7406/14 - TELECOMUNICAÇÕES","3","Comissão Especial"
"537531","https://dadosabertos.camara.leg.br/api/v2/orgaos/537531","SUBDESAN","Subcomissão Especial da Defesa Sanitária","CAPADR-SUBCOMISSÃO ESPECIAL DEFESA SANITÁRIA","25","Subcomissão"
"537532","https://dadosabertos.camara.leg.br/api/v2/orgaos/537532","SUBAGROE","Subcomissão Especial da Agroenergia","CAPADR-SUBCOMISSÃO ESPECIAL DA AGROENERGIA","25","Subcomissão"
"537533","https://dadosabertos.camara.leg.br/api/v2/orgaos/537533","SUBAFAM","Subcomissão Pemanente de Assuntos Fundiários e Agricultura Familiar","CAPADR-SUB. PERM. ASSUNTOS FUND. AGRIC. FAMILIAR","25","Subcomissão"
"537534","https://dadosabertos.camara.leg.br/api/v2/orgaos/537534","SUBINF","Subcomissão Permanente da Infraestrutura","CAPADR-SUBCOMISSÃO PERMANENTE DA INFRAESTRUTURA","25","Subcomissão"
"537535","https://dadosabertos.camara.leg.br/api/v2/orgaos/537535","SUBPEFAF","Subcomissão Permanente para acompanhar os Projetos Estratégicos das Forças Armadas e Aspectos relacionados às Fronteiras Brasileiras","CREDN-SUB. PERM. FORÇAS ARM. FRONT. BRASIL","25","Subcomissão"
"537536","https://dadosabertos.camara.leg.br/api/v2/orgaos/537536","SUBMIGRA","Subcomissão Permanente sobre Migração","CREDN- SUBCOMISSÃO PERMANENTE SOBRE MIGRAÇÃO","25","Subcomissão"
"537538","https://dadosabertos.camara.leg.br/api/v2/orgaos/537538","SUBCOEXT","Subcomissão Permanente de Comércio Exterior","CREDN-SUBCOMISSÃO PERMANENTE COMÉRCIO EXTERIOR","25","Subcomissão"
"537541","https://dadosabertos.camara.leg.br/api/v2/orgaos/537541","SUBPORTO","Subcomissão Permanente dos Portos e Vias Navegáveis","CVT - SUBCOMISSÃO DOS PORTOS E VIAS NAVEGÁVEIS","25","Subcomissão"
"537542","https://dadosabertos.camara.leg.br/api/v2/orgaos/537542","SUBSAUDE","Subcomissão Permanente de Saúde","CSSF-SUBCOMISSÃO PERMANENTE DE SAÚDE","25","Subcomissão"
"537543","https://dadosabertos.camara.leg.br/api/v2/orgaos/537543","SUBPREVI","Subcomissão Permanente de Previdência Social","CSSF-SUBCOMISSÃO PERMANENTE PREVIDÊNCIA SOCIAL","25","Subcomissão"
"537544","https://dadosabertos.camara.leg.br/api/v2/orgaos/537544","SUBASSOC","Subcomissão Permanente de Assistência Social","CSSF-SUBCOMISSÃO PERMANENTE ASSISTÊNCIA SOCIAL","25","Subcomissão"
