idProposicao;proposicaoTipo;ementa;dataApresentacao
2122733;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Parintins, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122734;Requerimento de Redistribuição;Requer a revisão de despacho inicial aposto ao PL nº 6.677/2016, da Câmara dos Deputados, para que a Comissão de Desenvolvimento Urbano aprecie sobre o mérito.;2017-02-03
2122735;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Presidente Figueiredo, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122736;Requerimento de Redistribuição;Requer a revisão de despacho inicial aposto ao PL nº 3.275/2015, da Câmara dos Deputados, para que a Comissão de Desenvolvimento Urbano aprecie sobre o mérito.;2017-02-03
2122737;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Santa Isabel do Rio Negro, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122738;Requerimento de Redistribuição;Requer a revisão de despacho inicial aposto ao PLP nº 334/2016, da Câmara dos Deputados, para que a Comissão de Desenvolvimento Urbano aprecie sobre o mérito.;2017-02-03
2122739;Requerimento de Redistribuição;Requer a revisão de despacho inicial aposto ao PL nº 6.431/2016, da Câmara dos Deputados, para que a Comissão de Desenvolvimento Urbano aprecie sobre o mérito.;2017-02-03
2122740;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Santo Antônio do Iça, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122741;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de São Gabriel da Cachoeira, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122742;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de São Paulo de Olivença, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122743;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de São Sebastião do Uatumã, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122744;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Silves, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122745;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Tabatinga, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122746;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Tapauá, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122747;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Tefé, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122748;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Tonantins, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122749;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Uarini, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122750;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Urucará, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122751;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Urucurituba, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122761;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Projeto de Lei nº 5285/2016 ""Institui o piso salarial profissional nacional para os Conselheiros Tutelares.";2017-02-03
2122765;Indicação;Sugere a criação de uma contribuição extra mensal, a cargo dos entes federativos, no âmbito dos regimes próprios de previdência dos seus servidores.;2017-02-03
2122766;Projeto de Lei;Institui normas para licitações e contratos da Administração Pública  e revoga a Lei nº 8.666,  de  21  de  junho  de  1993, a Lei nº 10.520, de 17 de julho de 2002, e dispositivos da Lei nº 12.462, de 4 de agosto de 2011.;2017-02-03
2122767;Requerimento de Audiência Pública;Requer que seja feito convite ao Sr. José Paulo Soares Martins, Secretário de Fomento e Incentivo à Cultura (Sefic), para prestar esclarecimentos a esta Comissão Parlamentar de Inquérito (CPI) da Lei Rouanet em relação a eventuais detecções de irregularidades e a aperfeiçoamentos administrativos vinculados à gestão dos mecanismos de financiamento da Lei Rouanet.;2017-02-03
2122768;Requerimento;Requer a prorrogação do prazo de funcionamento da Comissão Parlamentar de Inquérito (CPI) da Lei Rouanet por 60 (sessenta) dias.;2017-02-03
2122769;Requerimento de Audiência Pública;Requer que seja feito convite ao Sr. Carlos Beyrodt Paiva Neto, ex-Secretário de Fomento e Incentivo à Cultura (Sefic) na gestão do ex-Ministro da Cultura Juca Ferreira (2015-2016), para prestar esclarecimentos a esta Comissão Parlamentar de Inquérito (CPI) da Lei Rouanet em relação a eventuais detecções de irregularidades e a aperfeiçoamentos administrativos vinculados à gestão dos mecanismos de financiamento da Lei Rouanet.;2017-02-03
2122770;Requerimento de Audiência Pública;Requer que seja feito convite ao Sr. Roberto João Pereira Freire, Ministro de Estado da Cultura, para prestar esclarecimentos a esta Comissão Parlamentar de Inquérito (CPI) da Lei Rouanet em relação a eventuais detecções de irregularidades e a aperfeiçoamentos administrativos vinculados à gestão dos mecanismos de financiamento da Lei Rouanet.;2017-02-03
2122771;Indicação;Sugere providências no sentido de se suspender o sigilo imposto aos termos da Colaboração Premiada dos executivos da empreiteira Odebrecht, homologada pelo Supremo Tribunal Federal em 30 de janeiro de 2017.;2017-02-03
2122772;Indicação;Sugere à Casa Civil a implementação do Registro do Custodiado, com vistas à identificação da população carcerária do Brasil.;2017-02-03
2122773;Indicação;Sugere à Casa Civil a criação de estrutura de Desburocratização com funcionamento paritário à Comissão de Desburocratização do Congresso Nacional, bem como à extensão dos serviços cartorários para identificação dos cidadãos e outros serviços.;2017-02-03
2122774;Requerimento de Redistribuição;Requeiro, nos termos regimentais, com base nos artigos nos arts. 32, inciso VIII, 41, inciso XX, 53, inciso I, 139, inciso II, alínea a e 141 do RICD, a inclusão da Comissão de Direitos Humanos e Minorias no despacho inicial aposto aos Projetos de Lei apensados, de n° 6699/2009, que cria o Cadastro Nacional de Pessoas Desaparecidas, e de n° 5880/2016, que Institui a Política Nacional de Busca de Pessoas Desaparecidas.;2017-02-03
2122781;Requerimento de Constituição de Comissão Especial de PEC;Requer que criação de Comissão Especial destinada a analisar e dar parecer à PEC 97/2011, que institui pisos salariais nacionalmente unificados para os funcionários das entidades públicas que atuam na sanidade animal e vegetal.;2017-02-06
2122782;Requerimento de Constituição de Comissão Externa;Requer providência no sentido de transformar o caráter da Comissão Externa sem ônus para com ônus.;2017-02-06
2122783;Projeto de Lei;Altera a Lei nº 9.472, de 16 de julho de 1997, para dispor sobre a utilização de tecnologias de bloqueio de radiofrequências do Serviço Móvel Pessoal e outros serviços de telecomunicações e de valor adicionado, nos interiores de penitenciárias estaduais e federais.;2017-02-06
2122784;Projeto de Lei;Altera o art. 17 da Lei no 9.249, de 26 de dezembro de 1995.;2017-02-06
2122785;Projeto de Lei;Determina a realização de auditoria na dívida pública federal nas condições que especifica.;2017-02-06
2122787;Requerimento;Requer o compartilhamento do    – Procedimento Inquérito Policial - 0001071-    40.2016.403.6181 - Quebra de Sigilo    Bancário 0009781-49.2016.403.6181, da 3ª    Vara Federal Criminal da 1ª Subseção    Judiciária de São Paulo, relativa a quebras    de sigilo de pessoas ligadas ao Grupo    Bellini Cultural.;2017-02-03
2122789;Requerimento;Requer a realização de audiência pública, convidando-se o eminente Juiz Federal Sérgio Fernando Moro, a fim de que Sua Excelência possa fornecer contribuições para os trabalhos desta Comissão Especial.;2017-02-06
2122795;Comunicado de alteração do controle societário;Comunica ao Congresso Nacional que foi autorizada, conforme Decreto de 26 de dezembro de 2016, publicado no Diário Oficial da União do dia 27 de dezembro de 2016, a transferência indireta e a modificação do quadro diretivo da Rádio Guajará Ltda., concessionária de serviço de radiodifusão de sons e imagens, no Município de Belém, Estado do Pará.;2017-01-31
2122796;Comunicado de alteração do controle societário;Comunica ao Congresso Nacional que foi autorizada, conforme Decreto de 21 de dezembro de 2016, publicado no Diário Oficial da União do dia 22 de dezembro de 2016, a transferência indireta da concessão de serviço de radiodifusão de sons e imagens outorgada à TV Taubaté Ltda., no Município de Taubaté, Estado de São Paulo.;2017-01-31
